Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Materiał ramy dzieła sztuki (product.metafields.shopify.artwork-frame-material),Kolor (product.metafields.shopify.color-pattern),Materiał dekoracyjny (product.metafields.shopify.decoration-material),Obsługiwany format (product.metafields.shopify.format-supported),Styl oprawki (product.metafields.shopify.frame-style),Materiał (product.metafields.shopify.material),Typ mocowania (product.metafields.shopify.mounting-type),Orientacja (product.metafields.shopify.orientation),Kształt (product.metafields.shopify.shape),Motyw (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Finish (product.metafields.shopify.finish)
still-pines-in-snow,Still Pines in Snow,"<p>“Still Pines in Snow” unfolds across two panels — a calm, considered composition with a quiet, refined character.

This is a diptych — a set of 2 separate prints that together form one continuous scene. The motif flows seamlessly from sheet to sheet, so hung side by side they read as a single artwork, while each panel still stands on its own.

The horizontal composition works beautifully above a sofa, a bed, a sideboard or in a dining room. Leave 3–5 cm between frames — that spacing lets the panels read as a whole while giving them room to breathe.

About the print:
• 2 separate sheets forming one composition
• 220 g/m² paper, chosen together with industry experts after extensive testing
• Displays beautifully behind frame glass — keeps depth of colour and fine detail
• Edge-to-edge print, no border
• Carefully packaged for shipping

Colours may vary slightly from what you see on screen, depending on your monitor calibration.</p>",REXIMPRIMIS,,poster set,"poster, zestaw, dyptyk, zestaw_2, japonia, photography, size_13x18, size_21x30, size_30x40, size_40x50, size_50x70",true,Size,13 × 18 cm (Small),,,,,,,,,,,,deny,manual,29.60,59.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_kaskada.png,1,Still Pines in Snow,false,Still Pines in Snow | REXIMPRIMIS,"“Still Pines in Snow” unfolds across two panels — a calm, considered composition with a quiet, refined character.

This is a diptych — a set of 2 separate print",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_kaskada.png,kg,,,active,
still-pines-in-snow,,,,,,,,,21 × 30 cm (A4),,,,,,,,,,,,deny,manual,48.10,96.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_mockup_frame.png,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_mockup_frame.png,kg,,,,
still-pines-in-snow,,,,,,,,,30 × 40 cm (Medium),,,,,,,,,,,,deny,manual,79.55,159.10,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_mockup_interior.jpg,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_mockup_interior.jpg,kg,,,,
still-pines-in-snow,,,,,,,,,40 × 50 cm (Large),,,,,,,,,,,,deny,manual,105.45,210.90,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_mockup_interior2.jpg,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_mockup_interior2.jpg,kg,,,,
still-pines-in-snow,,,,,,,,,50 × 70 cm (Large),,,,,,,,,,,,deny,manual,131.35,262.70,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_arkusze.png,5,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Japonia/photography/Set_of_2_Prints_%E2%80%94_Still_Pines_in_Snow_arkusze.png,kg,,,,
dunes-at-last-light,Dunes at Last Light,"<p>“Dunes at Last Light” unfolds across three panels — a calm, considered composition with a quiet, refined character.

This is a triptych — a set of 3 separate prints that together form one continuous scene. The motif flows seamlessly from sheet to sheet, so hung side by side they read as a single artwork, while each panel still stands on its own.

The horizontal composition works beautifully above a sofa, a bed, a sideboard or in a dining room. Leave 3–5 cm between frames — that spacing lets the panels read as a whole while giving them room to breathe.

About the print:
• 3 separate sheets forming one composition
• 220 g/m² paper, chosen together with industry experts after extensive testing
• Displays beautifully behind frame glass — keeps depth of colour and fine detail
• Edge-to-edge print, no border
• Carefully packaged for shipping

Colours may vary slightly from what you see on screen, depending on your monitor calibration.</p>",REXIMPRIMIS,,poster set,"poster, zestaw, tryptyk, zestaw_3, morze-i-plaza, minimalism, size_13x18, size_21x30, size_30x40, size_40x50, size_50x70",true,Size,13 × 18 cm (Small),,,,,,,,,,,,deny,manual,43.20,86.40,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_kaskada.png,1,Dunes at Last Light,false,Dunes at Last Light | REXIMPRIMIS,"“Dunes at Last Light” unfolds across three panels — a calm, considered composition with a quiet, refined character.

This is a triptych — a set of 3 separate pr",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_kaskada.png,kg,,,active,
dunes-at-last-light,,,,,,,,,21 × 30 cm (A4),,,,,,,,,,,,deny,manual,70.20,140.40,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_mockup_frame.png,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_mockup_frame.png,kg,,,,
dunes-at-last-light,,,,,,,,,30 × 40 cm (Medium),,,,,,,,,,,,deny,manual,116.10,232.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_mockup_interior.jpg,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_mockup_interior.jpg,kg,,,,
dunes-at-last-light,,,,,,,,,40 × 50 cm (Large),,,,,,,,,,,,deny,manual,153.90,307.80,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_mockup_interior2.jpg,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_mockup_interior2.jpg,kg,,,,
dunes-at-last-light,,,,,,,,,50 × 70 cm (Large),,,,,,,,,,,,deny,manual,191.70,383.40,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_arkusze.png,5,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/minimalism/Set_of_3_Prints_%E2%80%94_Dunes_at_Last_Light_arkusze.png,kg,,,,
calm-sea-horizon,Calm Sea Horizon,"<p>“Calm Sea Horizon” unfolds across two panels — a calm, considered composition with a quiet, refined character.

This is a diptych — a set of 2 separate prints that together form one continuous scene. The motif flows seamlessly from sheet to sheet, so hung side by side they read as a single artwork, while each panel still stands on its own.

The horizontal composition works beautifully above a sofa, a bed, a sideboard or in a dining room. Leave 3–5 cm between frames — that spacing lets the panels read as a whole while giving them room to breathe.

About the print:
• 2 separate sheets forming one composition
• 220 g/m² paper, chosen together with industry experts after extensive testing
• Displays beautifully behind frame glass — keeps depth of colour and fine detail
• Edge-to-edge print, no border
• Carefully packaged for shipping

Colours may vary slightly from what you see on screen, depending on your monitor calibration.</p>",REXIMPRIMIS,,poster set,"poster, zestaw, dyptyk, zestaw_2, morze-i-plaza, photography, size_13x18, size_21x30, size_30x40, size_40x50, size_50x70",true,Size,13 × 18 cm (Small),,,,,,,,,,,,deny,manual,29.60,59.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_kaskada.png,1,Calm Sea Horizon,false,Calm Sea Horizon | REXIMPRIMIS,"“Calm Sea Horizon” unfolds across two panels — a calm, considered composition with a quiet, refined character.

This is a diptych — a set of 2 separate prints t",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_kaskada.png,kg,,,active,
calm-sea-horizon,,,,,,,,,21 × 30 cm (A4),,,,,,,,,,,,deny,manual,48.10,96.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_mockup_frame.png,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_mockup_frame.png,kg,,,,
calm-sea-horizon,,,,,,,,,30 × 40 cm (Medium),,,,,,,,,,,,deny,manual,79.55,159.10,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_mockup_interior.jpg,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_mockup_interior.jpg,kg,,,,
calm-sea-horizon,,,,,,,,,40 × 50 cm (Large),,,,,,,,,,,,deny,manual,105.45,210.90,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_mockup_interior2.jpg,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_mockup_interior2.jpg,kg,,,,
calm-sea-horizon,,,,,,,,,50 × 70 cm (Large),,,,,,,,,,,,deny,manual,131.35,262.70,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_arkusze.png,5,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Morze%20i%20pla%C5%BCa/photography/Set_of_2_Prints_%E2%80%94_Calm_Sea_Horizon_arkusze.png,kg,,,,
drifting-clouds-over-peaks,Drifting Clouds Over Peaks,"<p>“Drifting Clouds Over Peaks” unfolds across two panels — a calm, considered composition with a quiet, refined character.

This is a diptych — a set of 2 separate prints that together form one continuous scene. The motif flows seamlessly from sheet to sheet, so hung side by side they read as a single artwork, while each panel still stands on its own.

The horizontal composition works beautifully above a sofa, a bed, a sideboard or in a dining room. Leave 3–5 cm between frames — that spacing lets the panels read as a whole while giving them room to breathe.

About the print:
• 2 separate sheets forming one composition
• 220 g/m² paper, chosen together with industry experts after extensive testing
• Displays beautifully behind frame glass — keeps depth of colour and fine detail
• Edge-to-edge print, no border
• Carefully packaged for shipping

Colours may vary slightly from what you see on screen, depending on your monitor calibration.</p>",REXIMPRIMIS,,poster set,"poster, zestaw, dyptyk, zestaw_2, natura-i-krajobrazy, minimalism, size_13x18, size_21x30, size_30x40, size_40x50, size_50x70",true,Size,13 × 18 cm (Small),,,,,,,,,,,,deny,manual,29.60,59.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_kaskada.png,1,Drifting Clouds Over Peaks,false,Drifting Clouds Over Peaks | REXIMPRIMIS,"“Drifting Clouds Over Peaks” unfolds across two panels — a calm, considered composition with a quiet, refined character.

This is a diptych — a set of 2 separat",,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_kaskada.png,kg,,,active,
drifting-clouds-over-peaks,,,,,,,,,21 × 30 cm (A4),,,,,,,,,,,,deny,manual,48.10,96.20,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_mockup_frame.png,2,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_mockup_frame.png,kg,,,,
drifting-clouds-over-peaks,,,,,,,,,30 × 40 cm (Medium),,,,,,,,,,,,deny,manual,79.55,159.10,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_mockup_interior.jpg,3,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_mockup_interior.jpg,kg,,,,
drifting-clouds-over-peaks,,,,,,,,,40 × 50 cm (Large),,,,,,,,,,,,deny,manual,105.45,210.90,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_mockup_interior2.jpg,4,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_mockup_interior2.jpg,kg,,,,
drifting-clouds-over-peaks,,,,,,,,,50 × 70 cm (Large),,,,,,,,,,,,deny,manual,131.35,262.70,true,true,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_arkusze.png,5,,,,,,,,,,,,,,,https://cdn.jsdelivr.net/gh/reximprimis/posters@main/shopify_thumbs/_zestawy/Natura%20i%20krajobrazy/minimalism/Set_of_2_Prints_%E2%80%94_Drifting_Clouds_Over_Peaks_arkusze.png,kg,,,,
